Ticket_ID,Created_Date,Created_Hour,Country,Day_Type,Priority,Source,Topic,Product_Group,Agent_Group,Agent,Status,First_Response_Min,Resolution_Hours,CSAT
TKT-6206,2025-02-27,19,Italy,Workday,Medium,Phone,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,23,38,3.6
TKT-6207,2025-03-05,2,Netherlands,Workday,High,Chat,Feature request,Custom development,Tier 2,C. Chen,Open,36,29,
TKT-6208,2025-04-10,9,France,Workday,Critical,Portal,Bug report,Training services,Tier 1,A. Khan,Open,49,12,
TKT-6209,2025-05-15,16,Belgium,Workday,Low,Email,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,67,23,3.4
TKT-6210,2025-06-20,23,Netherlands,Workday,Medium,Phone,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,25,6,4.1
TKT-6211,2025-07-25,6,United Kingdom,Workday,High,Chat,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,38,37,4.8
TKT-6212,2025-08-03,13,Switzerland,Weekend,Critical,Portal,Feature request,Custom development,Specialists,B. Smith,Closed,51,28,3.2
TKT-6213,2025-09-08,20,Germany,Workday,Low,Email,Bug report,Training services,Tier 2,I. Kowalski,Closed,14,11,3.9
TKT-6214,2025-10-13,3,United Kingdom,Workday,Medium,Phone,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,27,22,4.6
TKT-6215,2025-11-18,10,Austria,Workday,High,Chat,Purchasing & invoicing,Other,Specialists,E. Müller,Open,40,5,
TKT-6216,2025-12-23,17,Germany,Workday,Critical,Portal,Product setup,Ready-to-use software,Tier 2,C. Chen,Open,53,36,
TKT-6217,2025-01-01,0,Spain,Workday,Low,Email,Feature request,Custom development,Tier 1,A. Khan,Closed,71,27,4.4
TKT-6218,2025-02-06,7,Poland,Workday,Medium,Phone,Bug report,Training services,Specialists,H. Martin,Closed,29,10,2.8
TKT-6219,2025-03-11,14,Germany,Workday,High,Chat,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,42,21,3.5
TKT-6220,2025-04-16,21,Spain,Workday,Critical,Portal,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,55,4,4.2
TKT-6221,2025-05-21,4,Netherlands,Workday,Low,Email,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,18,35,4.9
TKT-6222,2025-06-26,11,France,Workday,High,Phone,Feature request,Custom development,Tier 2,I. Kowalski,Closed,31,26,3.3
TKT-6223,2025-07-04,18,Italy,Workday,Critical,Chat,Bug report,Training services,Tier 1,G. de Vries,Open,44,9,
TKT-6224,2025-08-09,1,Netherlands,Weekend,Low,Portal,Pricing & licensing,Integrations,Specialists,E. Müller,Open,57,20,
TKT-6225,2025-09-14,8,France,Weekend,Medium,Email,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,75,3,3.1
TKT-6226,2025-10-19,15,Italy,Weekend,High,Phone,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,33,34,3.8
TKT-6227,2025-11-24,22,Netherlands,Workday,Critical,Chat,Feature request,Custom development,Specialists,H. Martin,Closed,46,25,4.5
TKT-6228,2025-12-02,5,France,Workday,Low,Portal,Bug report,Training services,Tier 2,F. Rossi,Closed,9,8,2.9
TKT-6229,2025-01-07,12,Belgium,Workday,Medium,Email,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,22,19,3.6
TKT-6230,2025-02-12,19,Netherlands,Workday,High,Phone,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,35,30,4.3
TKT-6231,2025-03-17,2,United Kingdom,Workday,Critical,Chat,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Open,48,33,
TKT-6232,2025-04-22,9,Switzerland,Workday,Low,Portal,Feature request,Custom development,Tier 1,G. de Vries,Closed,11,24,3.4
TKT-6233,2025-05-27,16,Germany,Workday,Medium,Email,Bug report,Training services,Specialists,E. Müller,Closed,79,7,4.1
TKT-6234,2025-06-05,23,United Kingdom,Workday,High,Phone,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,37,18,4.8
TKT-6235,2025-07-10,6,Austria,Workday,Critical,Chat,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,50,29,3.2
TKT-6236,2025-08-15,13,Germany,Workday,Low,Portal,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,13,32,3.9
TKT-6237,2025-09-20,20,Spain,Weekend,Medium,Email,Feature request,Custom development,Tier 2,F. Rossi,Closed,26,23,4.6
TKT-6238,2025-10-25,3,Poland,Weekend,High,Phone,Bug report,Training services,Tier 1,D. Garcia,Open,39,6,
TKT-6239,2025-11-03,10,Germany,Workday,Low,Chat,Pricing & licensing,Integrations,Specialists,B. Smith,Open,52,17,
TKT-6240,2025-12-08,17,Spain,Workday,Medium,Portal,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,15,28,4.4
TKT-6241,2025-01-13,0,Netherlands,Workday,High,Email,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,83,31,2.8
TKT-6242,2025-02-18,7,France,Workday,Critical,Phone,Feature request,Custom development,Specialists,E. Müller,Closed,41,22,3.5
TKT-6243,2025-03-23,14,Italy,Weekend,Low,Chat,Bug report,Training services,Tier 2,C. Chen,Closed,54,5,4.2
TKT-6244,2025-04-01,21,Netherlands,Workday,Medium,Portal,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,17,16,4.9
TKT-6245,2025-05-06,4,France,Workday,High,Email,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,30,27,3.3
TKT-6246,2025-06-11,11,Italy,Workday,Critical,Phone,Product setup,Ready-to-use software,Tier 2,F. Rossi,Open,43,30,
TKT-6247,2025-07-16,18,Netherlands,Workday,Low,Chat,Feature request,Custom development,Tier 1,D. Garcia,Open,56,21,
TKT-6248,2025-08-21,1,France,Workday,Medium,Portal,Bug report,Training services,Specialists,B. Smith,Closed,19,4,3.1
TKT-6249,2025-09-26,8,Belgium,Workday,High,Email,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,87,15,3.8
TKT-6250,2025-10-04,15,Netherlands,Weekend,Critical,Phone,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,45,26,4.5
TKT-6251,2025-11-09,22,United Kingdom,Weekend,Low,Chat,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,8,29,2.9
TKT-6252,2025-12-14,5,Switzerland,Weekend,Medium,Portal,Feature request,Custom development,Tier 2,C. Chen,Closed,21,20,3.6
TKT-6253,2025-01-19,12,Germany,Weekend,High,Email,Bug report,Training services,Tier 1,A. Khan,Closed,34,3,4.3
TKT-6254,2025-02-24,19,United Kingdom,Workday,Critical,Phone,Pricing & licensing,Integrations,Specialists,H. Martin,Open,47,14,
TKT-6255,2025-03-02,2,Austria,Weekend,Low,Chat,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,10,25,3.4
TKT-6256,2025-04-07,9,Germany,Workday,High,Portal,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,23,28,4.1
TKT-6257,2025-05-12,16,Spain,Workday,Critical,Email,Feature request,Custom development,Specialists,B. Smith,Closed,91,19,4.8
TKT-6258,2025-06-17,23,Poland,Workday,Low,Phone,Bug report,Training services,Tier 2,I. Kowalski,Closed,49,30,3.2
TKT-6259,2025-07-22,6,Germany,Workday,Medium,Chat,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,12,13,3.9
TKT-6260,2025-08-27,13,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,25,24,4.6
TKT-6261,2025-09-05,20,Netherlands,Workday,Critical,Email,Product setup,Ready-to-use software,Tier 2,C. Chen,Open,38,27,
TKT-6262,2025-10-10,3,France,Workday,Low,Phone,Feature request,Custom development,Tier 1,A. Khan,Open,51,18,
TKT-6263,2025-11-15,10,Italy,Weekend,Medium,Chat,Bug report,Training services,Specialists,H. Martin,Closed,14,29,4.4
TKT-6264,2025-12-20,17,Netherlands,Weekend,High,Portal,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,27,12,2.8
TKT-6265,2025-01-25,0,France,Weekend,Critical,Email,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,95,23,3.5
TKT-6266,2025-02-03,7,Italy,Workday,Low,Phone,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,53,26,4.2
TKT-6267,2025-03-08,14,Netherlands,Weekend,Medium,Chat,Feature request,Custom development,Tier 2,I. Kowalski,Closed,16,17,4.9
TKT-6268,2025-04-13,21,France,Weekend,High,Portal,Bug report,Training services,Tier 1,G. de Vries,Closed,29,28,3.3
TKT-6269,2025-05-18,4,Belgium,Weekend,Critical,Email,Pricing & licensing,Integrations,Specialists,E. Müller,Open,42,11,
TKT-6270,2025-06-23,11,Netherlands,Workday,Low,Phone,Purchasing & invoicing,Other,Tier 2,C. Chen,Open,55,22,
TKT-6271,2025-07-01,18,United Kingdom,Workday,Medium,Chat,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,18,25,3.1
TKT-6272,2025-08-06,1,Switzerland,Workday,High,Portal,Feature request,Custom development,Specialists,H. Martin,Closed,31,16,3.8
TKT-6273,2025-09-11,8,Germany,Workday,Low,Email,Bug report,Training services,Tier 2,F. Rossi,Closed,99,27,4.5
TKT-6274,2025-10-16,15,United Kingdom,Workday,Medium,Phone,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,57,10,2.9
TKT-6275,2025-11-21,22,Austria,Workday,High,Chat,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,20,21,3.6
TKT-6276,2025-12-26,5,Germany,Workday,Critical,Portal,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,33,24,4.3
TKT-6277,2025-01-04,12,Spain,Weekend,Low,Email,Feature request,Custom development,Tier 1,G. de Vries,Open,46,15,
TKT-6278,2025-02-09,19,Poland,Weekend,Medium,Phone,Bug report,Training services,Specialists,E. Müller,Closed,9,26,3.4
TKT-6279,2025-03-14,2,Germany,Workday,High,Chat,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,22,9,4.1
TKT-6280,2025-04-19,9,Spain,Weekend,Critical,Portal,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,35,20,4.8
TKT-6281,2025-05-24,16,Netherlands,Weekend,Low,Email,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,103,23,3.2
TKT-6282,2025-06-02,23,France,Workday,Medium,Phone,Feature request,Custom development,Tier 2,F. Rossi,Closed,11,14,3.9
TKT-6283,2025-07-07,6,Italy,Workday,High,Chat,Bug report,Training services,Tier 1,D. Garcia,Closed,24,25,4.6
TKT-6284,2025-08-12,13,Netherlands,Workday,Critical,Portal,Pricing & licensing,Integrations,Specialists,B. Smith,Open,37,8,
TKT-6285,2025-09-17,20,France,Workday,Low,Email,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Open,50,19,
TKT-6286,2025-10-22,3,Italy,Workday,Medium,Phone,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,13,50,4.4
TKT-6287,2025-11-27,10,Netherlands,Workday,High,Chat,Feature request,Custom development,Specialists,E. Müller,Closed,26,13,2.8
TKT-6288,2025-12-05,17,France,Workday,Critical,Portal,Bug report,Training services,Tier 2,C. Chen,Closed,39,24,3.5
TKT-6289,2025-01-10,0,Belgium,Workday,Low,Email,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,107,7,4.2
TKT-6290,2025-02-15,7,Netherlands,Weekend,High,Phone,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,15,18,4.9
TKT-6291,2025-03-20,14,United Kingdom,Workday,Critical,Chat,Product setup,Ready-to-use software,Tier 2,F. Rossi,Closed,28,49,3.3
TKT-6292,2025-04-25,21,Switzerland,Workday,Low,Portal,Feature request,Custom development,Tier 1,D. Garcia,Open,41,12,
TKT-6293,2025-05-03,4,Germany,Weekend,Medium,Email,Bug report,Training services,Specialists,B. Smith,Open,54,23,
TKT-6294,2025-06-08,11,United Kingdom,Weekend,High,Phone,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,17,6,3.1
TKT-6295,2025-07-13,18,Austria,Weekend,Critical,Chat,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,30,17,3.8
TKT-6296,2025-08-18,1,Germany,Workday,Low,Portal,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,43,48,4.5
TKT-6297,2025-09-23,8,Spain,Workday,Medium,Email,Feature request,Custom development,Tier 2,C. Chen,Closed,111,11,2.9
TKT-6298,2025-10-01,15,Poland,Workday,High,Phone,Bug report,Training services,Tier 1,A. Khan,Closed,19,22,3.6
TKT-6299,2025-11-06,22,Germany,Workday,Critical,Chat,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,32,5,4.3
TKT-6300,2025-12-11,5,Spain,Workday,Low,Portal,Purchasing & invoicing,Other,Tier 2,F. Rossi,Open,45,16,
TKT-6301,2025-01-16,12,Netherlands,Workday,Medium,Email,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,8,47,3.4
TKT-6302,2025-02-21,19,France,Workday,High,Phone,Feature request,Custom development,Specialists,B. Smith,Closed,21,10,4.1
TKT-6303,2025-03-26,2,Italy,Workday,Critical,Chat,Bug report,Training services,Tier 2,I. Kowalski,Closed,34,21,4.8
TKT-6304,2025-04-04,9,Netherlands,Workday,Low,Portal,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,47,4,3.2
TKT-6305,2025-05-09,16,France,Workday,Medium,Email,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,65,15,3.9
TKT-6306,2025-06-14,23,Italy,Weekend,High,Phone,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,23,46,4.6
TKT-6307,2025-07-19,6,Netherlands,Weekend,Low,Chat,Feature request,Custom development,Tier 1,A. Khan,Open,36,9,
TKT-6308,2025-08-24,13,France,Weekend,Medium,Portal,Bug report,Training services,Specialists,H. Martin,Open,49,20,
TKT-6309,2025-09-02,20,Belgium,Workday,High,Email,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,12,3,4.4
TKT-6310,2025-10-07,3,Netherlands,Workday,Critical,Phone,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,25,14,2.8
TKT-6311,2025-11-12,10,United Kingdom,Workday,Low,Chat,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,38,45,3.5
TKT-6312,2025-12-17,17,Switzerland,Workday,Medium,Portal,Feature request,Custom development,Tier 2,I. Kowalski,Closed,51,8,4.2
TKT-6313,2025-01-22,0,Germany,Workday,High,Email,Bug report,Training services,Tier 1,G. de Vries,Closed,69,19,4.9
TKT-6314,2025-02-27,7,United Kingdom,Workday,Critical,Phone,Pricing & licensing,Integrations,Specialists,E. Müller,Closed,27,30,3.3
TKT-6315,2025-03-05,14,Austria,Workday,Low,Chat,Purchasing & invoicing,Other,Tier 2,C. Chen,Open,40,13,
TKT-6316,2025-04-10,21,Germany,Workday,Medium,Portal,Product setup,Ready-to-use software,Tier 1,A. Khan,Open,53,44,
TKT-6317,2025-05-15,4,Spain,Workday,High,Email,Feature request,Custom development,Specialists,H. Martin,Closed,16,7,3.1
TKT-6318,2025-06-20,11,Poland,Workday,Critical,Phone,Bug report,Training services,Tier 2,F. Rossi,Closed,29,18,3.8
TKT-6319,2025-07-25,18,Germany,Workday,Low,Chat,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,42,29,4.5
TKT-6320,2025-08-03,1,Spain,Weekend,Medium,Portal,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,55,12,2.9
TKT-6321,2025-09-08,8,Netherlands,Workday,High,Email,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,73,43,3.6
TKT-6322,2025-10-13,15,France,Workday,Critical,Phone,Feature request,Custom development,Tier 1,G. de Vries,Closed,31,6,4.3
TKT-6323,2025-11-18,22,Italy,Workday,Low,Chat,Bug report,Training services,Specialists,E. Müller,Open,44,17,
TKT-6324,2025-12-23,5,Netherlands,Workday,High,Portal,Pricing & licensing,Integrations,Tier 2,C. Chen,Open,57,28,
TKT-6325,2025-01-01,12,France,Workday,Critical,Email,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,20,11,4.1
TKT-6326,2025-02-06,19,Italy,Workday,Low,Phone,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,33,42,4.8
TKT-6327,2025-03-11,2,Netherlands,Workday,Medium,Chat,Feature request,Custom development,Tier 2,F. Rossi,Closed,46,5,3.2
TKT-6328,2025-04-16,9,France,Workday,High,Portal,Bug report,Training services,Tier 1,D. Garcia,Closed,9,16,3.9
TKT-6329,2025-05-21,16,Belgium,Workday,Critical,Email,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,77,27,4.6
TKT-6330,2025-06-26,23,Netherlands,Workday,Low,Phone,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,35,10,3
TKT-6331,2025-07-04,6,United Kingdom,Workday,Medium,Chat,Product setup,Ready-to-use software,Tier 1,G. de Vries,Open,48,41,
TKT-6332,2025-08-09,13,Switzerland,Weekend,High,Portal,Feature request,Custom development,Specialists,E. Müller,Closed,11,4,4.4
TKT-6333,2025-09-14,20,Germany,Weekend,Critical,Email,Bug report,Training services,Tier 2,C. Chen,Closed,24,15,2.8
TKT-6334,2025-10-19,3,United Kingdom,Weekend,Low,Phone,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,37,26,3.5
TKT-6335,2025-11-24,10,Austria,Workday,Medium,Chat,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,50,9,4.2
TKT-6336,2025-12-02,17,Germany,Workday,High,Portal,Product setup,Ready-to-use software,Tier 2,F. Rossi,Closed,13,40,4.9
TKT-6337,2025-01-07,0,Spain,Workday,Critical,Email,Feature request,Custom development,Tier 1,D. Garcia,Closed,81,3,3.3
TKT-6338,2025-02-12,7,Poland,Workday,Low,Phone,Bug report,Training services,Specialists,B. Smith,Open,39,14,
TKT-6339,2025-03-17,14,Germany,Workday,Medium,Chat,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Open,52,25,
TKT-6340,2025-04-22,21,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,15,8,3.1
TKT-6341,2025-05-27,4,Netherlands,Workday,Low,Email,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,28,39,3.8
TKT-6342,2025-06-05,11,France,Workday,Medium,Phone,Feature request,Custom development,Tier 2,C. Chen,Closed,41,30,4.5
TKT-6343,2025-07-10,18,Italy,Workday,High,Chat,Bug report,Training services,Tier 1,A. Khan,Closed,54,13,2.9
TKT-6344,2025-08-15,1,Netherlands,Workday,Critical,Portal,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,17,24,3.6
TKT-6345,2025-09-20,8,France,Weekend,Low,Email,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,85,7,4.3
TKT-6346,2025-10-25,15,Italy,Weekend,Medium,Phone,Product setup,Ready-to-use software,Tier 1,D. Garcia,Open,43,38,
TKT-6347,2025-11-03,22,Netherlands,Workday,High,Chat,Feature request,Custom development,Specialists,B. Smith,Open,56,29,
TKT-6348,2025-12-08,5,France,Workday,Critical,Portal,Bug report,Training services,Tier 2,I. Kowalski,Closed,19,12,4.1
TKT-6349,2025-01-13,12,Belgium,Workday,Low,Email,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,32,23,4.8
TKT-6350,2025-02-18,19,Netherlands,Workday,Medium,Phone,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,45,6,3.2
TKT-6351,2025-03-23,2,United Kingdom,Weekend,High,Chat,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,8,37,3.9
TKT-6352,2025-04-01,9,Switzerland,Workday,Critical,Portal,Feature request,Custom development,Tier 1,A. Khan,Closed,21,28,4.6
TKT-6353,2025-05-06,16,Germany,Workday,Low,Email,Bug report,Training services,Specialists,H. Martin,Closed,89,11,3
TKT-6354,2025-06-11,23,United Kingdom,Workday,Medium,Phone,Pricing & licensing,Integrations,Tier 2,F. Rossi,Open,47,22,
TKT-6355,2025-07-16,6,Austria,Workday,High,Chat,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,10,5,4.4
TKT-6356,2025-08-21,13,Germany,Workday,Critical,Portal,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,23,36,2.8
TKT-6357,2025-09-26,20,Spain,Workday,Low,Email,Feature request,Custom development,Tier 2,I. Kowalski,Closed,36,27,3.5
TKT-6358,2025-10-04,3,Poland,Weekend,High,Phone,Bug report,Training services,Tier 1,G. de Vries,Closed,49,10,4.2
TKT-6359,2025-11-09,10,Germany,Weekend,Critical,Chat,Pricing & licensing,Integrations,Specialists,E. Müller,Closed,12,21,4.9
TKT-6360,2025-12-14,17,Spain,Weekend,Low,Portal,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,25,4,3.3
TKT-6361,2025-01-19,0,Netherlands,Weekend,Medium,Email,Product setup,Ready-to-use software,Tier 1,A. Khan,Open,93,35,
TKT-6362,2025-02-24,7,France,Workday,High,Phone,Feature request,Custom development,Specialists,H. Martin,Open,51,26,
TKT-6363,2025-03-02,14,Italy,Weekend,Critical,Chat,Bug report,Training services,Tier 2,F. Rossi,Closed,14,9,3.1
TKT-6364,2025-04-07,21,Netherlands,Workday,Low,Portal,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,27,20,3.8
TKT-6365,2025-05-12,4,France,Workday,Medium,Email,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,40,3,4.5
TKT-6366,2025-06-17,11,Italy,Workday,High,Phone,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,53,34,2.9
TKT-6367,2025-07-22,18,Netherlands,Workday,Critical,Chat,Feature request,Custom development,Tier 1,G. de Vries,Closed,16,25,3.6
TKT-6368,2025-08-27,1,France,Workday,Low,Portal,Bug report,Training services,Specialists,E. Müller,Closed,29,8,4.3
TKT-6369,2025-09-05,8,Belgium,Workday,Medium,Email,Pricing & licensing,Integrations,Tier 2,C. Chen,Open,97,19,
TKT-6370,2025-10-10,15,Netherlands,Workday,High,Phone,Purchasing & invoicing,Other,Tier 1,A. Khan,Open,55,30,
TKT-6371,2025-11-15,22,United Kingdom,Weekend,Critical,Chat,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,18,33,4.1
TKT-6372,2025-12-20,5,Switzerland,Weekend,Low,Portal,Feature request,Custom development,Tier 2,F. Rossi,Closed,31,24,4.8
TKT-6373,2025-01-25,12,Germany,Weekend,Medium,Email,Bug report,Training services,Tier 1,D. Garcia,Closed,44,7,3.2
TKT-6374,2025-02-03,19,United Kingdom,Workday,High,Phone,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,57,18,3.9
TKT-6375,2025-03-08,2,Austria,Weekend,Low,Chat,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,20,29,4.6
TKT-6376,2025-04-13,9,Germany,Weekend,Medium,Portal,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,33,32,3
TKT-6377,2025-05-18,16,Spain,Weekend,High,Email,Feature request,Custom development,Specialists,E. Müller,Open,101,23,
TKT-6378,2025-06-23,23,Poland,Workday,Critical,Phone,Bug report,Training services,Tier 2,C. Chen,Closed,9,6,4.4
TKT-6379,2025-07-01,6,Germany,Workday,Low,Chat,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,22,17,2.8
TKT-6380,2025-08-06,13,Spain,Workday,Medium,Portal,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,35,28,3.5
TKT-6381,2025-09-11,20,Netherlands,Workday,High,Email,Product setup,Ready-to-use software,Tier 2,F. Rossi,Closed,48,31,4.2
TKT-6382,2025-10-16,3,France,Workday,Critical,Phone,Feature request,Custom development,Tier 1,D. Garcia,Closed,11,22,4.9
TKT-6383,2025-11-21,10,Italy,Workday,Low,Chat,Bug report,Training services,Specialists,B. Smith,Closed,24,5,3.3
TKT-6384,2025-12-26,17,Netherlands,Workday,Medium,Portal,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Open,37,16,
TKT-6385,2025-01-04,0,France,Weekend,High,Email,Purchasing & invoicing,Other,Tier 1,G. de Vries,Open,105,27,
TKT-6386,2025-02-09,7,Italy,Weekend,Critical,Phone,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,13,30,3.1
TKT-6387,2025-03-14,14,Netherlands,Workday,Low,Chat,Feature request,Custom development,Tier 2,C. Chen,Closed,26,21,3.8
TKT-6388,2025-04-19,21,France,Weekend,Medium,Portal,Bug report,Training services,Tier 1,A. Khan,Closed,39,4,4.5
TKT-6389,2025-05-24,4,Belgium,Weekend,High,Email,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,52,15,2.9
TKT-6390,2025-06-02,11,Netherlands,Workday,Critical,Phone,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,15,26,3.6
TKT-6391,2025-07-07,18,United Kingdom,Workday,Low,Chat,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,28,29,4.3
TKT-6392,2025-08-12,1,Switzerland,Workday,High,Portal,Feature request,Custom development,Specialists,B. Smith,Open,41,20,
TKT-6393,2025-09-17,8,Germany,Workday,Critical,Email,Bug report,Training services,Tier 2,I. Kowalski,Open,109,3,
TKT-6394,2025-10-22,15,United Kingdom,Workday,Low,Phone,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,17,14,4.1
TKT-6395,2025-11-27,22,Austria,Workday,Medium,Chat,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,30,25,4.8
TKT-6396,2025-12-05,5,Germany,Workday,High,Portal,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,43,28,3.2
TKT-6397,2025-01-10,12,Spain,Workday,Critical,Email,Feature request,Custom development,Tier 1,A. Khan,Closed,56,19,3.9
TKT-6398,2025-02-15,19,Poland,Weekend,Low,Phone,Bug report,Training services,Specialists,H. Martin,Closed,19,30,4.6
TKT-6399,2025-03-20,2,Germany,Workday,Medium,Chat,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,32,13,3
TKT-6400,2025-04-25,9,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Tier 1,D. Garcia,Open,45,24,
TKT-6401,2025-05-03,16,Netherlands,Weekend,Critical,Email,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,63,27,4.4
TKT-6402,2025-06-08,23,France,Weekend,Low,Phone,Feature request,Custom development,Tier 2,I. Kowalski,Closed,21,18,2.8
TKT-6403,2025-07-13,6,Italy,Weekend,Medium,Chat,Bug report,Training services,Tier 1,G. de Vries,Closed,34,29,3.5
TKT-6404,2025-08-18,13,Netherlands,Workday,High,Portal,Pricing & licensing,Integrations,Specialists,E. Müller,Closed,47,12,4.2
TKT-6405,2025-09-23,20,France,Workday,Critical,Email,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,10,23,4.9
TKT-6406,2025-10-01,3,Italy,Workday,Low,Phone,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,23,26,3.3
TKT-6407,2025-11-06,10,Netherlands,Workday,Medium,Chat,Feature request,Custom development,Specialists,H. Martin,Open,36,17,
TKT-6408,2025-12-11,17,France,Workday,High,Portal,Bug report,Training services,Tier 2,F. Rossi,Open,49,28,
TKT-6409,2025-01-16,0,Belgium,Workday,Low,Email,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,67,11,3.1
TKT-6410,2025-02-21,7,Netherlands,Workday,Medium,Phone,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,25,22,3.8
TKT-6411,2025-03-26,14,United Kingdom,Workday,High,Chat,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,38,25,4.5
